the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,LATITUDE,LONGITUDE,LASTUPDATE
POINT (-121.84644157182 37.340705794402),233,Prusch Park,Park,,,,ESRI,2292010POS,37.34070085,-121.84642849,09/14/2011 12:00:00 AM +0000
POINT (-122.019398655779 37.28291421814),679,County Fire West Valley Station 9,FireStation,19800  COX AV,SA,,County Comm,862012FIRE,37.28290929,-122.01938556,08/09/2012 12:00:00 AM +0000
POINT (-121.895227138671 37.319633675178),62,Biebrach Park,Park,,,,ESRI,582010POS,37.31962873,-121.89521405,09/14/2011 12:00:00 AM +0000
POINT (-121.822174133969 37.327180137965),1250,Katherine R. Smith Elementary,School,2025 Clarice Drive,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694356047153,37.32717519,-121.82216106,09/22/2014 12:00:00 AM +0000
POINT (-122.147219432561 37.426891321799),876,Living Wisdom School,School,456 College Avenue,Palo Alto,94306,School Website/NCES,1042014PRIVATE,37.42688639,-122.1472063,07/10/2009 12:00:00 AM +0000
POINT (-121.525453239607 36.998650590602),843,Gavilan Hills Academy,School,2080 Pacheco Pass Road,Gilroy,95020,School Website/NCES,702014PRIVATE,36.99864565,-121.52544025,03/11/2014 12:00:00 AM +0000
POINT (-122.166451198541 37.445076089598),635,Palo Alto Fire Station 1,FireStation,301  ALMA ST,Palo Alto,,County Comm,412012FIRE,37.44507115,-122.16643806,08/09/2012 12:00:00 AM +0000
POINT (-121.864470061346 37.394275113126),1116,Cherrywood Elementary,School,2550 Greengate Drive,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776089288,37.39427016,-121.86445697,09/04/2014 12:00:00 AM +0000
POINT (-121.956367468977 37.28146960021),162,John D Morgan Park,Park,,,,ESRI,1582010POS,37.28146466,-121.95635438,09/14/2011 12:00:00 AM +0000
POINT (-121.64078605792 37.129257394544),866,Kindercare Learning Center - Dunne,School,605 E DUNNE AVE,MORGAN HILL,95037,NCES,932014PRIVATE,37.12925245,-121.64077303,03/11/2014 12:00:00 AM +0000
POINT (-122.018601665993 37.347750459125),219,Panama Park,Park,,,,ESRI,2152010POS,37.34774552,-122.01858856,09/14/2011 12:00:00 AM +0000
POINT (-121.935774470437 37.312470334285),1392,Della Maggiore Center,School,2300 Clove Drive,San Jose,,School Website 2014/CA_DEPT_EDU,43104396102958,37.31246539,-121.93576138,10/07/2014 12:00:00 AM +0000
POINT (-121.866225969206 37.277216983555),1401,Silicon Valley Career Technical Education Center,School,760 Hillsdale Avenue,San Jose,95123,School Website 2014/CA_DEPT_EDU,43742944395018,37.27721204,-121.86621289,10/07/2014 12:00:00 AM +0000
POINT (-122.122132618486 37.393938275667),1412,Santa Rita Elementary,School,700 Los Altos Avenue,Los Altos,94022,School Website 2014/CA_DEPT_EDU,43695186047492,37.39393334,-122.12211949,10/07/2014 12:00:00 AM +0000
POINT (-121.866835784655 37.253948598748),333,Oakridge Station,VTA Light Rail Station,Winfield  At  Blossom River,,,VTA,000029,37.25394366,-121.86682271,01/15/2012 12:00:00 AM +0000
POINT (-122.095037571999 37.371687369031),1432,Springer Elementary,School,1120 Rose Avenue,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43695186047500,37.37168244,-122.09502445,10/08/2014 12:00:00 AM +0000
POINT (-121.996628761321 37.262999465504),1299,Marshall Lane Elementary,School,14114 Marilyn Lane,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43693936046619,37.26299453,-121.99661567,09/30/2014 12:00:00 AM +0000
POINT (-122.010487437448 37.292845412236),1118,Christa McAuliffe Elementary,School,12211 Titus Avenue,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43694196046932,37.29284048,-122.01047434,09/05/2014 12:00:00 AM +0000
POINT (-122.141863453108 37.388013119619),923,Pinewood High School,School,26800 Fremont Road,Los Altos Hills,94022,School Website/NCES,1562014PRIVATE,37.38800819,-122.14185032,03/12/2014 12:00:00 AM +0000
POINT (-121.968643405234 37.336565062296),182,Mary Gomez Park,Park,,,,ESRI,1782010POS,37.33656012,-121.96863031,09/14/2011 12:00:00 AM +0000
POINT (-121.854824771595 37.36453931099),215,Overfelt Gardens Park,Park,,,,ESRI,2112010POS,37.36453436,-121.85481169,09/14/2011 12:00:00 AM +0000
POINT (-121.861490206596 37.387390901562),340,Berryessa Station,VTA Light Rail Station,Capitol  At  Ohlone,,,VTA,000108,37.38738595,-121.86147712,01/15/2012 12:00:00 AM +0000
POINT (-121.932114133985 37.325602679007),772,Sub Burbank,Police,105 N BASCOM AV,SAN JOSE,95128,County Comm,342012POLICE,37.32559774,-121.93210104,08/30/2012 12:00:00 AM +0000
POINT (-121.922787935971 37.27909609239),847,Grace Christian School,School,2350 Leigh Avenue,San Jose,95124,School Website,742014PRIVATE,37.27909115,-121.92277485,03/11/2014 12:00:00 AM +0000
POINT (-122.13474110648 37.449483613308),1162,Duveneck Elementary,School,705 Alester Avenue,Palo Alto,94303,School Website 2014/CA_DEPT_EDU,43696416048292,37.44947868,-122.13472797,09/09/2014 12:00:00 AM +0000
POINT (-121.958835564628 37.272275890946),678,County Fire Sunnyoaks station 10,FireStation,485 W SUNNYOAKS AV,CA,,County Comm,852012FIRE,37.27227096,-121.95882248,08/09/2012 12:00:00 AM +0000
POINT (-121.777620599259 37.310436353175),838,Evergreen Montessori School,School,3122 FOWLER RD,SAN JOSE,95135,NCES,652014PRIVATE,37.3104314,-121.77760753,03/11/2014 12:00:00 AM +0000
POINT (-121.955960291554 37.345355198558),1408,Wilson Alternative,School,1840 Benton Street,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696744330247,37.34535026,-121.9559472,10/07/2014 12:00:00 AM +0000
POINT (-122.096525456701 37.400888256676),238,Rengstorff Park,Park,,,,ESRI,2342010POS,37.40088332,-122.09651233,09/14/2011 12:00:00 AM +0000
POINT (-121.944177850483 37.34760725409),723,Mission Library,Library,1098 Lexington Street,Santa Clara,95050,Web,182012LIB,37.34760231,-121.94416476,08/08/2012 12:00:00 AM +0000
POINT (-121.913143450121 37.300774263143),993,Willow Glen Academy,School,1590 MINNESOTA AVE,SAN JOSE,95125,NCES,2342014PRIVATE,37.30076932,-121.91313036,03/14/2014 12:00:00 AM +0000
POINT (-122.003705261964 37.34557858829),939,Silicon Valley Academy,School,1095 Dunford Way,Sunnyvale,94087,School Website/NCES,1742014PRIVATE,37.34557365,-122.00369216,03/13/2014 12:00:00 AM +0000
POINT (-121.833898200444 37.240479532592),819,Challenger School (Shawnee),School,500 Shawnee Lane,San Jose,95123,School Website,452014PRIVATE,37.24047459,-121.83388513,03/10/2014 12:00:00 AM +0000
POINT (-121.908181779117 37.345095351284),94,Columbus Park,Park,,,,ESRI,902010POS,37.34509041,-121.90816869,09/14/2011 12:00:00 AM +0000
POINT (-121.831765989673 37.337767044055),733,Hillview Branch Library,Library,1600 Hopkins Dr.,San Jose,95122,Web,282012LIB,37.33776209,-121.83175291,08/08/2012 12:00:00 AM +0000
POINT (-121.941278547561 37.257123274198),1218,Cambrian Elementary School,School,4115 Jacksol Drive,San Jose,95124,School Website 2014/CA_DEPT_EDU,43693850000000,37.25711834,-121.94126546,09/15/2014 12:00:00 AM +0000
POINT (-121.572715160172 37.000731004257),1203,Glen View Elementary,School,600 Eighth Street,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846047310,37.00072607,-121.57270216,09/11/2014 12:00:00 AM +0000
POINT (-121.956429612591 37.286837597118),906,Old Orchard School,School,400 West Campbell Avenue,Campbell,95008,School Website/NCES,1372014PRIVATE,37.28683266,-121.95641652,03/11/2014 12:00:00 AM +0000
POINT (-122.041651054262 37.355057503767),821,Challenger School (Sunnyvale),School,1185 Hollenbeck Avenue,Sunnyvale,94087,School Website,472014PRIVATE,37.35505257,-122.04163794,03/10/2014 12:00:00 AM +0000
POINT (-121.877294361792 37.285098378422),83,Canoas Park,Park,,,,ESRI,792010POS,37.28509344,-121.87728128,09/14/2011 12:00:00 AM +0000
POINT (-121.942801601631 37.332228912367),1272,Lincoln Community,School,2280 Kenwood Drive,San Jose,95128,School Website 2014/CA_DEPT_EDU,43104396100531,37.33222397,-121.94278851,09/30/2014 12:00:00 AM +0000
POINT (-121.954494721742 37.245245072094),176,Live Oak Manor Park,Park,,,,ESRI,1722010POS,37.24524014,-121.95448164,09/14/2011 12:00:00 AM +0000
POINT (-122.157477402396 37.449664058705),518,Brouer Medical Center,Hospital,,Palo Alto,94301,"ESRI [2008 & 2010] Map and Data, GDT",32012H,37.44965912,-122.15746426,08/01/2011 12:00:00 AM +0000
POINT (-121.60120307658 37.037151704304),1120,Christopher High,School,850 Day Road,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694840118380,37.03714676,-121.60119007,09/05/2014 12:00:00 AM +0000
POINT (-121.88255752132 37.247178123973),1359,Pioneer High,School,1290 Blossom Hill Road,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696664335949,37.24717319,-121.88254445,10/06/2014 12:00:00 AM +0000
POINT (-121.90266064366 37.453651091653),1300,Marshall Pomeroy Elementary,School,1505 Escuela Parkway,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047641,37.45364614,-121.90264754,09/30/2014 12:00:00 AM +0000
POINT (-122.115162610537 37.459265654936),38,Palo Alto Baylands Preserve,Park,,,,PA Baylands,322004POS,37.45926072,-122.11514948,09/14/2011 12:00:00 AM +0000
POINT (-122.083857920966 37.403768167086),1327,Stevenson Elementary,School,750B San Pierre Way,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695916049464,37.40376323,-122.0838448,10/03/2014 12:00:00 AM +0000
POINT (-121.828285694587 37.365655213143),725,Alum Rock Branch Library,Library,3090 Alum Rock Ave.,San Jose,95127,Web,202012LIB,37.36565026,-121.82827262,08/08/2012 12:00:00 AM +0000
POINT (-121.897235711775 37.302652499571),1463,Willow Glen Elementary,School,1425 Lincoln Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696666048763,37.30264756,-121.89722263,10/09/2014 12:00:00 AM +0000
POINT (-121.979315424398 37.302322306107),608,San Jose Fire Station 14,FireStation,1201  SAN TOMAS AQUINO RD,San Jose,,County Comm,142012FIRE,37.30231737,-121.97930233,08/09/2012 12:00:00 AM +0000
POINT (-121.917713156507 37.413134297183),363,I-880 Station,VTA Light Rail Station,Tasman  Fs  Alder,,,VTA,000096,37.41312935,-121.91770006,01/15/2012 12:00:00 AM +0000
POINT (-121.838777964213 37.239281037929),1229,Herman (Leonard) Intermediate,School,5955 Blossom Avenue,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256068167,37.2392761,-121.8387649,09/15/2014 12:00:00 AM +0000
POINT (-121.94431441651 37.386718795943),1491,Golden State Baptist College,College and University,3520 De La Cruz Boulevard,Santa Clara,95054,Web Site,72012CU,37.38671385,-121.94430132,07/10/2009 12:00:00 AM +0000
POINT (-121.861449642478 37.45758973538),11,Ed R. Levin County Park,Park,,,,SCCPRD,52011POS,37.45758478,-121.86143655,09/14/2011 12:00:00 AM +0000
POINT (-121.841729918033 37.374624383611),1060,William Sheppard Middle,School,480 Rough and Ready Road,San Jose,95133,School Website 2014/CA_DEPT_EDU,43693696046338,37.37461943,-121.84171684,08/26/2014 12:00:00 AM +0000
POINT (-121.96167248219 37.330014771005),657,Santa Clara Fire Station 4,FireStation,2323  PRUNERIDGE AV,Santa Clara,,County Comm,642012FIRE,37.33000983,-121.96165939,08/09/2012 12:00:00 AM +0000
POINT (-121.951668593805 37.287631651607),972,Stellar Learning Academy,School,1 W CAMPBELL AVE STE J71,CAMPBELL,95008,NCES,2082014PRIVATE,37.28762671,-121.9516555,03/14/2014 12:00:00 AM +0000
POINT (-121.798844893184 37.346259329064),1052,Ida Jew Academies,School,1966 Flint Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43696176048045,37.34625438,-121.79883182,08/26/2014 12:00:00 AM +0000
POINT (-121.872263482167 37.350882600679),1394,Sunrise Middle,School,"1149 East Julian Street, Building F",San Jose,95116,School Website 2014/CA_DEPT_EDU,43696660124065,37.35087765,-121.8722504,10/07/2014 12:00:00 AM +0000
POINT (-122.140038543249 37.28540254063),19,Upper Stevens Creek County Park,Park,,,,SCCPRD,132011POS,37.28539762,-122.14002543,09/14/2011 12:00:00 AM +0000
POINT (-121.798507772251 37.078948673687),20,Uvas Canyon County Park,Park,,,,SCCPRD,142011POS,37.07894374,-121.79849473,09/14/2011 12:00:00 AM +0000
POINT (-121.873064022903 37.420063317865),258,Sinnott Park,Park,,,,ESRI,2542010POS,37.42005836,-121.87305093,09/14/2011 12:00:00 AM +0000
POINT (-121.926518699679 37.325745401979),1273,Lincoln Plus High,School,1999 Olive Street,San Jose,95126,School Website 2014/CA_DEPT_EDU,43696660106823,37.32574046,-121.92650561,09/30/2014 12:00:00 AM +0000
POINT (-121.850562722736 37.391995765962),555,Berryessa Community Center,Community Center,3050 Berryessa Rd,San Jose,,ISD-GIS -  Compiled data from the internet,32012C,37.39199081,-121.85054964,08/09/2012 12:00:00 AM +0000
POINT (-121.938789800138 37.286567309533),82,Campbell Park,Park,,,,ESRI,782010POS,37.28656237,-121.93877671,09/14/2011 12:00:00 AM +0000
POINT (-121.889804212246 37.23300701219),267,T J Martin Park,Park,,,,ESRI,2632010POS,37.23300208,-121.88979114,09/14/2011 12:00:00 AM +0000
POINT (-122.091774063288 37.358581679131),188,McKenzie Park,Park,,,,ESRI,1842010POS,37.35857675,-122.09176094,09/14/2011 12:00:00 AM +0000
POINT (-121.827183988103 37.36640784632),485,Planned Parenthood - San Jose - Alum,Clinic,3131 ALUM ROCK AVENUE,SAN JOSE,95127,Office Of StateWide Health Planning And Development (OSHPD),306431915,37.36640289,-121.82717091,08/10/2012 12:00:00 AM +0000
POINT (-122.156256202334 37.428302653737),640,Palo Alto Stanford Fire  Station 6,FireStation,711  SERRA ST,Palo Alto,,County Comm,462012FIRE,37.42829772,-122.15624307,08/09/2012 12:00:00 AM +0000
POINT (-122.12881515836 37.430281835752),157,Hoover Park,Park,,,,ESRI,1532010POS,37.4302769,-122.12880203,09/14/2011 12:00:00 AM +0000
POINT (-121.838301011923 37.358556902917),177,Lo Bue Park,Park,,,,ESRI,1732010POS,37.35855195,-121.83828793,09/14/2011 12:00:00 AM +0000
POINT (-121.976015160741 37.369410419544),69,Bracher Park,Park,,,,ESRI,652010POS,37.36940548,-121.97600206,09/14/2011 12:00:00 AM +0000
POINT (-121.582805652696 37.021896541588),193,Miller Park,Park,,,,ESRI,1892010POS,37.0218916,-121.58279265,09/14/2011 12:00:00 AM +0000
POINT (-122.035196322786 37.353234778331),1000,Adult and Community Education,School,591 West Fremont Ave.,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43694684332433,37.35322984,-122.03518321,08/11/2014 12:00:00 AM +0000
POINT (-121.977973824172 37.292206220583),904,Njeri's Morning Glory School,School,4250 LATIMER AVE,SAN JOSE,95130,NCES,1352014PRIVATE,37.29220129,-121.97796073,03/11/2014 12:00:00 AM +0000
POINT (-121.881211950499 37.42686819594),646,Milpitas Station 2,FireStation,1263  YOSEMITE DR,Milpitas,,County Comm,532012FIRE,37.42686324,-121.88119886,08/09/2012 12:00:00 AM +0000
POINT (-121.809514490368 37.300361049179),1157,Dove Hill Elementary,School,1460 Colt Way,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694356107593,37.3003561,-121.80950142,09/08/2014 12:00:00 AM +0000
POINT (-121.843690661407 37.316743432746),575,George Shirakawa Community Center,Community Center,2072 Lucretia Ave,San Jose,,ISD-GIS -  Compiled data from the internet,232012C,37.31673849,-121.84367758,08/09/2012 12:00:00 AM +0000
POINT (-121.951844157372 37.329529739972),911,Pacific Autism Center For Education,School,1880 PRUNERIDGE AVE,SANTA CLARA,95050,NCES,1442014PRIVATE,37.3295248,-121.95183106,03/12/2014 12:00:00 AM +0000
POINT (-122.036916105682 37.371413161337),551,Sunnyvale City Hall,City Hall,456 W. Olive Ave,Sunnyvale,94086,ESRI Data,142012CH,37.37140822,-122.03690299,08/09/2012 12:00:00 AM +0000
POINT (-121.84781010726 37.390646527303),12,Penitencia Creek County Park,Park,,,,SCCPRD,62011POS,37.39064157,-121.84779702,09/14/2011 12:00:00 AM +0000
POINT (-122.008651119858 37.402583047154),396,Fair Oaks Station,VTA Light Rail Station,Tasman  At  Fair Oaks,,,VTA,000072,37.4025781,-122.00863801,01/15/2012 12:00:00 AM +0000
POINT (-121.946358652449 37.251916186008),522,Good Samaritan Hospital,Hospital,2425 Samaritan Drive,San Jose,95124,"ESRI [2008 & 2010] Map and Data, BIZ JRNL 2007",82012H,37.25191125,-121.94634557,08/01/2011 12:00:00 AM +0000
POINT (-121.900937500814 37.353150312584),1355,Peter Burnett Middle,School,850 North Second Street,San Jose,95112,School Website 2014/CA_DEPT_EDU,43696666062103,37.35314537,-121.90092441,10/06/2014 12:00:00 AM +0000
POINT (-121.967673791864 37.423962371868),726,Alviso Branch Library,Library,5050 North First St.,San Jose,95002,Web,212012LIB,37.42395742,-121.96766068,08/08/2012 12:00:00 AM +0000
POINT (-121.848639196377 37.320393160382),1124,Yerba Buena High,School,1855 Lucretia Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694274330015,37.32038821,-121.84862612,09/05/2014 12:00:00 AM +0000
POINT (-122.101310059871 37.384334533242),1025,Almond Elementary,School,550 Almond Avenue,Los Altos,94022,School Website 2014/CA_DEPT_EDU,43695186047377,37.3843296,-122.10129694,08/18/2014 12:00:00 AM +0000
POINT (-122.096025568767 37.359730467107),672,County Fire LoyoLa Station,FireStation,765  FREMONT AV,Los Altos,,County Comm,792012FIRE,37.35972553,-122.09601245,08/09/2012 12:00:00 AM +0000
POINT (-122.066169561751 37.360652019156),1031,Mountain View High School,School,1299 Bryant Avenue,Mountain View,94040-4527,School Website 2014/CA_DEPT_EDU,43696090000000,37.36064708,-122.06615645,08/18/2014 12:00:00 AM +0000
POINT (-122.137361003573 37.41328445966),1058,Barron Park Elementary,School,800 Barron Avenue,Palo Alto,94306,School Website 2014/CA_DEPT_EDU,43696416115562,37.41327953,-122.13734787,08/26/2014 12:00:00 AM +0000
POINT (-122.17289662548 37.363004458251),641,Palo Alto Foothill Station 8,FireStation,3300  PAGE MILL RD,Palo Alto,,County Comm,482012FIRE,37.36299953,-122.17288349,08/09/2012 12:00:00 AM +0000
POINT (-121.883347491915 37.436063741123),1130,Connexions Academy,School,1331 East Calaveras Boulevard,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733870128587,37.43605879,-121.8833344,09/05/2014 12:00:00 AM +0000
POINT (-121.872289803346 37.351116194256),1393,San Jose Community High,School,1155 East Julian Street,San Jose,95116,School Website 2014/CA_DEPT_EDU,43696664330734,37.35111125,-121.87227672,10/07/2014 12:00:00 AM +0000
POINT (-121.817993378173 37.247337730722),194,Miner Park,Park,,,,ESRI,1902010POS,37.24733279,-121.81798031,09/14/2011 12:00:00 AM +0000
POINT (-121.878680327571 37.401915068869),617,San Jose Fire Station 23,FireStation,1771  VIA CINCO DE MAYO,San Jose,,County Comm,232012FIRE,37.40191012,-121.87866724,08/09/2012 12:00:00 AM +0000
POINT (-121.919535044042 37.337149634497),486,Planned Parenthood - San Jose - The Alameda,Clinic,1691 THE ALAMEDA,SAN JOSE,95126,Office Of StateWide Health Planning And Development (OSHPD),306430976,37.33714469,-121.91952195,08/10/2012 12:00:00 AM +0000
POINT (-121.925855659971 37.273578702541),1187,Price Charter Middle School,School,2650 New Jersey Ave,San Jose,95124,School Website 2014/CA_DEPT_EDU,43693856046486,37.27357377,-121.92584258,09/11/2014 12:00:00 AM +0000
POINT (-121.926102523167 37.291817032522),933,San Jose Christian School,School,1300 Sheffield Avenue,Campbell,95008,School Website/NCES,1672014PRIVATE,37.29181209,-121.92608944,03/13/2014 12:00:00 AM +0000
POINT (-121.944374814536 37.288130877097),549,Campbell City Hall,City Hall,70 N. First St,Campbell,95008,ESRI Data,122012CH,37.28812594,-121.94436173,08/09/2012 12:00:00 AM +0000
POINT (-121.937118011975 37.315724581166),511,Valley Health Center Moorpark,Clinic,2400 Moorpark Avenue,San Jose,95128,Santa Clara County Valley Medical Center,562012VMC,37.31571964,-121.93710492,08/10/2012 12:00:00 AM +0000
POINT (-121.827344973096 37.20076916564),622,San Jose Fire Station 28,FireStation,19911  MC KEAN RD,San Jose,,County Comm,282012FIRE,37.20076423,-121.82733191,08/09/2012 12:00:00 AM +0000
POINT (-122.044638926938 37.322608187937),1487,De Anza College,College and University,21250 Stevens Creek Boulevard,Cupertino,95014,Web Site,32012CU,37.32260325,-122.04462582,07/10/2009 12:00:00 AM +0000
POINT (-121.637430501612 37.110233625683),682,South District Morgan Hill Station,FireStation,15670  MONTEREY RD,Morgan Hill,,County Comm,892012FIRE,37.11022868,-121.63741748,08/09/2012 12:00:00 AM +0000
POINT (-122.116706845707 37.408153451164),197,Monroe Mini Park,Park,,,,ESRI,1932010POS,37.40814852,-122.11669372,09/14/2011 12:00:00 AM +0000
POINT (-122.084763266544 37.409957484981),102,Crittenden School Park,Park,,,,ESRI,982010POS,37.40995255,-122.08475014,09/14/2011 12:00:00 AM +0000
POINT (-121.998847528942 37.281762923419),117,El Quito Park,Park,,,,ESRI,1132010POS,37.28175799,-121.99883443,09/14/2011 12:00:00 AM +0000
POINT (-122.084294596993 37.389560792167),716,Mountain View Library,Library,585 Franklin Street,Mountain View,94041,Web,112012LIB,37.38955586,-122.08428148,08/08/2012 12:00:00 AM +0000
POINT (-122.164248235005 37.294222522882),300,Long Ridge OSP,Open Space,,,,MROSD,2972010POS,37.2942176,-122.16423511,09/14/2011 12:00:00 AM +0000
POINT (-122.074406492157 37.404236166293),248,San Veron Park,Park,,,,ESRI,2442010POS,37.40423123,-122.07439337,09/14/2011 12:00:00 AM +0000
POINT (-121.819891189697 37.252783696768),1338,Oak Grove High,School,285 Blossom Hill Road,San Jose,95123,School Website 2014/CA_DEPT_EDU,43694274335204,37.25277875,-121.81987812,10/06/2014 12:00:00 AM +0000
POINT (-121.838780645004 37.36881645777),1190,Foothill High,School,230 Pala Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694274332318,37.36881151,-121.83876756,09/11/2014 12:00:00 AM +0000
POINT (-121.953028533496 37.332239898207),503,Valley Village Primary Care Clinic,Clinic,390 N. WINCHESTER BLVD. BLDG.1,SANTA CLARA,95050,Office Of StateWide Health Planning And Development (OSHPD),306434107,37.33223496,-121.95301544,08/10/2012 12:00:00 AM +0000
POINT (-121.858264439661 37.244915851361),1023,Liberty High (Alternative),School,"5845 Allen Avenue, Suite 2",San Jose,95123,School Website 2014/CA_DEPT_EDU,43696664330502,37.24491091,-121.85825137,08/18/2014 12:00:00 AM +0000
POINT (-122.112762638739 37.275152113667),308,Saratoga Gap Open Space Preserve,Open Space,,,,MROSD,3052010POS,37.27514719,-122.11274953,09/14/2011 12:00:00 AM +0000
POINT (-121.932017368665 37.265262431985),1469,Campbell Union High School,School,3235 Union Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43694010000000,37.2652575,-121.93200428,10/09/2014 12:00:00 AM +0000
POINT (-121.883391966016 37.334699197036),1497,San Jose State University,College and University,One Washington Square,San Jose,95192,Web Site,132012CU,37.33469425,-121.88337888,07/10/2009 12:00:00 AM +0000
POINT (-121.840514671519 37.337975731741),1158,Downtown College Prep - Alum Rock,School,1250 South King Road,San Jose,95122,School Website 2014/CA_DEPT_EDU,43104390123257,37.33797078,-121.84050159,09/08/2014 12:00:00 AM +0000
POINT (-121.808987436435 37.346190258473),1318,Summit Public School: Rainier,School,1750 South White Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694270123745,37.34618531,-121.80897436,10/02/2014 12:00:00 AM +0000
POINT (-121.625532497836 37.007856796979),684,South District Treethaven Station,FireStation,3050  HECKER PASS HY,Gilroy,,County Comm,912012FIRE,37.00785186,-121.62551949,08/09/2012 12:00:00 AM +0000
POINT (-121.8397745824 37.344472016256),1121,Clyde Arbuckle Elementary,School,1970 Cinderella Lane,San Jose,95116,School Website 2014/CA_DEPT_EDU,43693696046130,37.34446707,-121.8397615,09/05/2014 12:00:00 AM +0000
POINT (-121.80204414396 37.306408010786),296,Boggini Park,Park,,,,ESRI,2922010POS,37.30640306,-121.80203107,09/14/2011 12:00:00 AM +0000
POINT (-121.891012399279 37.331557883587),700,Family Courthouse,Court,170  PARK  AV,San Jose,,County Comm & Web Site,72012COURT,37.33155294,-121.89099931,08/09/2012 12:00:00 AM +0000
POINT (-121.879824935869 37.260864964916),1079,Broadway High,School,4825 Speak Lane,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696664332110,37.26086003,-121.87981186,08/27/2014 12:00:00 AM +0000
POINT (-121.981692481025 37.285374590828),971,Starbright School - Campbell Campus,School,1806 W CAMPBELL AVE,CAMPBELL,95008,NCES,2072014PRIVATE,37.28536966,-121.98167939,03/13/2014 12:00:00 AM +0000
POINT (-122.031657495348 37.255512300157),1416,Saratoga Union School District,School,20460 Forrest Hills Drive,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43696820000000,37.25550737,-122.0316444,10/08/2014 12:00:00 AM +0000
POINT (-121.938793347755 37.315170402792),1423,Central Independent Studies,School,649 Thornton Way,San Jose,95128,School Website 2014/CA_DEPT_EDU,43104394330189,37.31516546,-121.93878026,10/08/2014 12:00:00 AM +0000
POINT (-121.987965989874 37.359402592024),179,Machado Park,Park,,,,ESRI,1752010POS,37.35939765,-121.98795289,09/14/2011 12:00:00 AM +0000
POINT (-122.075200993277 37.374709986276),1192,Frank L. Huff Elementary,School,253 Martens Avenue,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43695916047971,37.37470505,-122.07518788,09/11/2014 12:00:00 AM +0000
POINT (-121.910173105338 37.36254903224),436,Gish Station,VTA Light Rail Station,North First  At  Gish,,,VTA,000020,37.36254409,-121.91016001,01/15/2012 12:00:00 AM +0000
POINT (-121.854867028944 37.278389704686),282,Waterford Park,Park,,,,ESRI,2782010POS,37.27838476,-121.85485396,09/14/2011 12:00:00 AM +0000
POINT (-121.809115162867 37.333795669102),168,Lake Cunningham Park,Park,,,,ESRI,1642010POS,37.33379072,-121.80910209,09/14/2011 12:00:00 AM +0000
POINT (-122.055996786147 37.366384540777),1115,Cherry Chase Elementary,School,1138 Heatherstone Way,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43696906049167,37.3663796,-122.05598367,09/04/2014 12:00:00 AM +0000
POINT (-121.951376669401 37.288680388736),832,Delphi Academy San Francisco Bay,School,1 W Campbell Ave,CAMPBELL,95008,School Website/NCES,592014PRIVATE,37.28867545,-121.95136358,03/11/2014 12:00:00 AM +0000
POINT (-122.015236901099 37.3164495776),100,Creekside Park,Park,,,,ESRI,962010POS,37.31644464,-122.0152238,09/14/2011 12:00:00 AM +0000
POINT (-121.874269890715 37.343857478829),602,San Jose Fire Station 8,FireStation,802 E SANTA CLos AltosRA ST,San Jose,,County Comm,82012FIRE,37.34385253,-121.87425681,08/09/2012 12:00:00 AM +0000
POINT (-121.900014286781 37.383686840211),1134,Santa Clara County Juvenile Hall,School,"1290 Ridder Park Drive, MC213",San Jose,95131,School Website 2014/CA_DEPT_EDU,43104394330254,37.38368189,-121.90000119,09/08/2014 12:00:00 AM +0000
POINT (-121.935814835164 37.313946899052),515,Valley Specialty Center,Clinic,751 S. Bascom Ave,San Jose,95128,Santa Clara County Valley Medical Center,602012VMC,37.31394196,-121.93580174,08/10/2012 12:00:00 AM +0000
POINT (-122.158261198122 37.450032675031),833,Discovery Children's House Montessori School,School,437 WEBSTER ST,PALO ALTO,94301,NCES,602014PRIVATE,37.45002774,-122.15824806,03/11/2014 12:00:00 AM +0000
